,Unnamed: 0,Unnamed: 0.1,id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,counts,user_type
71,102,102,49549560.0,Apox,Despondenc20109,3,64,1768,0,1,,en,,,,,,http://s.twimg.com/a/1287010001/images/default_profile_4_normal.png,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1245649404000L,2009-06-22 07:43:24,2010-11-07 11:10:52,2016-03-14 17:07:05,3,0
72,335,335,65273246.0,cash_flow capo,TsUnaMii_C7jf,3,57,1411,0,0,,en,,,,,,http://a2.twimg.com/profile_images/361628934/17_bigger_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1250137449000L,2009-08-13 06:24:09,2010-11-07 11:10:52,2016-03-14 17:08:12,3,0
73,334,334,65268327.0,The True Football,thetruefoogih,3,51,1497,0,0,,en,,,,,,http://a0.twimg.com/profile_images/361604868/imagem_bigger_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288137272/images/themes/theme1/bg.png,,,,,,,,,,,,1250136055000L,2009-08-13 06:00:55,2010-11-07 11:10:52,2016-03-14 17:08:12,3,0
74,333,333,65258782.0,cash_flow capo,TsUnaMii_Cff5,3,44,1422,0,3,,en,,,,,,http://a3.twimg.com/profile_images/361518619/30_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1250133612000L,2009-08-13 05:20:12,2010-11-07 11:10:52,2016-03-14 17:08:12,3,0
75,72,72,47731919.0,Edwin Dion,TurboMachine,3,1344,1577,0,2,http://www.turbocashgenerator.com/?hop=alivemaxx,en,,USA,,,,http://a1.twimg.com/profile_images/265956081/attractionmarketingformula_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/18401487/topt.jpg,,,,,,,,,Using The Power Of Twitter And This Plug-And-Play Software You Have An Automated Money Machine That Can't Stop Sending You Cash...Even If You Want It To! ,,,1245183188000L,2009-06-16 22:13:08,2010-11-07 11:10:52,2016-03-14 17:06:56,3,0
76,160,160,53978783.0,lola,arvsTg,4,241,1643,0,3,http://www.30hours.com,en,,USA,,,,http://s.twimg.com/a/1288292071/images/default_profile_5_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,waiting for u baby,,,1246820977000L,2009-07-05 21:09:37,2010-11-07 11:10:52,2016-03-14 17:07:21,4,0
77,279,279,63579810.0,Fiona Bradshaw,fioredsox253,4,11,173,0,0,,en,,,,,,http://a1.twimg.com/profile_images/642740125/8ca137da54011ed7d13cdec4cc2a6340_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1249603487000L,2009-08-07 02:04:47,2010-11-07 11:10:52,2016-03-14 17:07:57,4,0
78,298,298,64631194.0,Baylee McIntosh,bayfunnie636,5,35,365,0,0,,en,,,,,,http://a0.twimg.com/profile_images/599452664/883460_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287437169/images/themes/theme7/bg.gif,,,,,,,,,,,,1249966888000L,2009-08-11 07:01:28,2010-11-07 11:10:52,2016-03-14 17:08:02,5,0
79,77,77,48385665.0,Jessica Duncan Yuri,JessicaDuncan83,5,415,527,0,0,,en,,Tehran,,,,http://a3.twimg.com/profile_images/269262763/yuri_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/18696480/1256.jpg,,,,,,,,,Yuri Anime,,,1245339356000L,2009-06-18 17:35:56,2010-11-07 11:10:52,2016-03-14 17:06:58,5,0
80,288,288,64293872.0,Valarie Thorn,stompyourf773,5,41,1435,0,0,,en,,,,,,http://a0.twimg.com/profile_images/357874576/24_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,,,,1249864493000L,2009-08-10 02:34:53,2010-11-07 11:10:52,2016-03-14 17:07:59,5,0
81,648,648,84562398.0,J\xf4 Lingerie,JoLingerie,6,244,868,0,2,,en,,,,,,http://a2.twimg.com/profile_images/620059374/catalago__5__normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/65342870/catalago__36_.jpg,,,,,,,,,J\xf4 Lingerie e Acess\xf3rios \r\nNextel : 013-78069269\r\nID: 85*23350\r\nTel.:013-33215037\r\nCel.: 013-97571018 ,,,1256296192000L,2009-10-23 13:09:52,2010-11-07 11:10:52,2016-03-14 17:09:43,6,0
82,763,763,99323986.0,Jacinto Espinal,jacintoesp,6,687,1819,0,6,http://kl.am/5s91,en,,Colombia,,,,http://a0.twimg.com/profile_images/592040172/imagesfaa_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288726349/images/themes/theme1/bg.png,,,,,,,,,MLM and Network Marketing.\r\nVisite mi sitio web: COMO RECUPERAR A Una Novia\r\n,,,1261760854000L,2009-12-25 18:07:34,2010-11-07 11:10:52,2016-03-14 17:10:16,6,0
83,48,48,41678763.0,Stream Inbetweeners,_inbetweeners_,6,1081,561,0,9,http://www.theinbetweeners.co.uk,en,,,,,,http://a1.twimg.com/profile_images/227150853/post-1218800-1209706419_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,The only website dedicated to streaming The Inbetweeners for FREE!!!!!!!,,,1242940230000L,2009-05-21 23:10:30,2010-11-07 11:10:52,2016-03-14 17:06:49,6,0
84,636,636,83111557.0,Hailey McDougall,jay1L53,8,61,542,0,1,,en,,,,,,http://a2.twimg.com/profile_images/602373726/528822_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288733636/images/themes/theme7/bg.gif,,,,,,,,,,,,1255778629000L,2009-10-17 13:23:49,2010-11-07 11:10:52,2016-03-14 17:09:39,8,0
85,226,226,57397725.0,Nelson ,4Xcurrencymeter,8,122,351,0,0,http://www.currencymeter.com/,en,,,,,,http://a2.twimg.com/profile_images/316913394/forexpic_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,I know the forex secret. I'm just waiting for the right opportunity.,,,1247766954000L,2009-07-16 19:55:54,2010-11-07 11:10:52,2016-03-14 17:07:41,8,0
86,354,354,66013875.0,S H Marketeers,SHMarketeers,8,1961,1943,0,20,,en,,USA,,,,http://a3.twimg.com/profile_images/438397391/statue_paris_2_three_musketeers_009_fin_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/40358208/bg_back-023_gold_indented.gif,,,,,,,,,Premiering our website in 2010. Enjoy our Pre-Launch Twitter tips here.,,,1250383255000L,2009-08-16 02:40:55,2010-11-07 11:10:52,2016-03-14 17:08:17,8,0
87,971,971,110252599.0,PCOS Women,PCOS_Women,8,133,11,0,10,http://www.pcoswomen.com,en,,England,,,,http://a3.twimg.com/profile_images/668088963/apple-touch-icon_normal.png,,,,,,,,,http://a3.twimg.com/profile_background_images/71462105/pretty_bg.png,,,,,,,,,Official twitter account for ladies who are suffering with Polycystic Ovary Syndrome,,,1264977136000L,2010-01-31 23:32:16,2010-11-07 11:10:52,2016-03-14 17:11:17,8,0
88,760,760,98888058.0,Aiden Johnson  ,aidensitbiz,8,920,1895,0,13,http://kl.am/5p2m,en,,Network Marketing  ,,,,http://a2.twimg.com/profile_images/588951930/imagesufd_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,"Working from home using PPC and Email Marketing.\r\nPls visit my Website: SOLO AD Submitter to 1,450,000 ",,,1261577575000L,2009-12-23 15:12:55,2010-11-07 11:10:52,2016-03-14 17:10:15,8,0
89,998,998,117320084.0,Milla Batrey,HottMusicNews,8,3534,3901,0,82,,en,,,,,,http://a1.twimg.com/profile_images/721943757/newmusic_lrg_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/79462425/mqtechnoweb.br.jpg,,,,,,,,,Experienced music reporter and archiver.  Bringing you the latest music news and exclusive tracks.,,,1267078126000L,2010-02-25 07:08:46,2010-11-07 11:10:52,2016-03-14 17:11:26,8,0
90,997,997,117318786.0,Aaron Kershaw,MedHealthToday,9,4670,4717,0,51,,en,,Los Angeles,,,,http://a0.twimg.com/profile_images/719008776/us_cities_health_care1_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/79469049/mqredwash.br.jpg,,,,,,,,,Bringing you the information about recent medical breakthroughs and medical advise.,,,1267077720000L,2010-02-25 07:02:00,2010-11-07 11:10:52,2016-03-14 17:11:25,9,0
91,10,10,17976561.0,Scott Parker,ScotParker,9,1406,1797,0,1,,en,,"West Palm Beach, Florida",,,,http://a1.twimg.com/profile_images/76577885/jsp_1__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme6/bg.gif,,,,,,,,,"Online entrepreneur, loving husband,proud father, gaming addict",,,1228777401000L,2008-12-09 00:03:21,2010-11-07 11:10:52,2016-03-14 17:05:56,9,0
92,17,17,22597402.0,Modeling_Agency,Modeling_Agency,10,6727,7518,0,20,http://www.modelingagency.co.uk/,en,,London,,,,http://s.twimg.com/a/1288470193/images/default_profile_2_normal.png,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,Welcome to the official http://www.modelingagency.co.uk/ twitter,,,1236064330000L,2009-03-03 08:12:10,2010-11-07 11:10:52,2016-03-14 17:05:58,10,0
93,12,12,19435878.0,Paul Atkinson,00brien,10,753,837,0,3,http://00brien.com,en,,Lincolnshire,,,,http://a0.twimg.com/profile_images/262785952/image_00190_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/29970229/00slideshow0011nikon.jpg,,,,,,,,,"I have been researching a British Spies life for a few years. My site tells his story. His name's ffrench, Conrad ffrench. ",,,1232785000000L,2009-01-24 09:16:40,2010-11-07 11:10:52,2016-03-14 17:05:57,10,0
94,762,762,99073918.0,Daniel Warren,dig4cash,11,1096,1880,0,2,http://kl.am/5qtn,en,,email marketing,,,,http://a1.twimg.com/profile_images/590187453/imagesuyt_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288726349/images/themes/theme1/bg.png,,,,,,,,,"Online Marketing focusing on SEO, Adwords PPC and email marketing.\r\nPlease visit my Web Page: SOLO ADS to 1,450,000 Contacts",,,1261648085000L,2009-12-24 10:48:05,2010-11-07 11:10:52,2016-03-14 17:10:15,11,0
95,24,24,28587018.0,Nancy,nancyc197,12,100,116,0,0,,en,,Qu\xe9bec (Canada),,,,http://a0.twimg.com/profile_images/256616316/web_opportunities_1_mod1_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/14511741/twitbg1wv4j4.jpg,,,,,,,,,,,,1238773090000L,2009-04-03 17:38:10,2010-11-07 11:10:52,2016-03-14 17:06:01,12,0
96,926,926,106409051.0,Tom,catadscocc,12,132,551,0,0,http://catads.co.cc,en,,,,,,http://a0.twimg.com/profile_images/641585004/favi_normal.gif,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1263907550000L,2010-01-19 14:25:50,2010-11-07 11:10:52,2016-03-14 17:11:04,12,0
97,741,741,97534341.0,Matheus Eq-Scf,matheusscf,12,266,833,0,0,,en,,,,,,http://s.twimg.com/a/1288039940/images/default_profile_2_normal.png,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,,,,1261087100000L,2009-12-17 22:58:20,2010-11-07 11:10:52,2016-03-14 17:10:09,12,0
98,858,858,104206746.0,Master Know,masterknow,13,659,1055,0,3,http://www.masterknow.com.br,en,,SP - Brasil,,,,http://s.twimg.com/a/1288305442/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme15/bg.png,,,,,,,,,"Portal para desenvolvedores, designers e outros",,,1263314056000L,2010-01-12 17:34:16,2010-11-07 11:10:52,2016-03-14 17:10:44,13,0
99,477,477,70888376.0,stuart cameron,stuenix,14,316,990,0,0,http://kickassmoves.net,en,,,,,,http://s.twimg.com/a/1288039940/images/default_profile_6_normal.png,,,,,,,,,http://s.twimg.com/a/1288039940/images/themes/theme1/bg.png,,,,,,,,,"hey, like gaming? go to http://nerdrage.sc-gaming.net/main.php or do u want some quick self defence lessons online? go to http://kickassmoves.net",,,1251868100000L,2009-09-02 07:08:20,2010-11-07 11:10:52,2016-03-14 17:08:54,14,0
100,71,71,47678112.0,\u25ba Newbie Earn Online,howtoearnonline,14,4213,4710,0,32,http://bit.ly/c11bp,en,,"India, Mumbai",,,,http://a2.twimg.com/profile_images/265693830/kat_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,"Learn how to earn online for beginners / newbie Earn today. Now, beginners earn money Online today, Learn how to make money for beginners. Its newbie money.",,,1245172143000L,2009-06-16 19:09:03,2010-11-07 11:10:52,2016-03-14 17:06:56,14,0
101,985,985,114079307.0,|FC| Jonathan Correa,fc_johncorrea,14,320,853,0,4,,en,,,,,,http://a0.twimg.com/profile_images/694387104/1242271852101_f_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/75062162/solteiro002.png,,,,,,,,,,,,1266113745000L,2010-02-14 03:15:45,2010-11-07 11:10:52,2016-03-14 17:11:22,14,0
102,814,814,102992816.0,Twittes Girl & Boy ,twittesgirlboy,15,275,1151,0,2,,en,,,,,,http://a0.twimg.com/profile_images/618120652/ogaaab9spwk1cpvpsyyalhy_jr-c3lc8lqi7cixn8licvosoyjkijx4hu6brbd1bxrdsmxrfzrgvl8p2sjas4v0g3pmam1t1umvxdky-uk8wi1ypnvmms-ockbqm_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/65102373/ogaaahnyuik4dbeu0sna_w66bprk0ptx1kqvbyjcwfwa7_wv5i2yz_5x4rtbg6r-paetta-rhp27igf7jjytudjnb5qam1t1ubsltgnnzz37fbip4wo304nw6684.jpg,,,,,,,,,,,,1262960031000L,2010-01-08 15:13:51,2010-11-07 11:10:52,2016-03-14 17:10:30,15,0
103,932,932,106729702.0,Nycole,Nycole_cibely,15,169,697,0,2,,en,,,,,,http://a0.twimg.com/profile_images/643778980/ogaaalwouosirrj1cavijltwtrdwqq1es3s8xptttvehnucklmz6bp5m-ymgvhz9ilcl3iwjjsqtn0xp1q3mjze_ltcam1t1ulzu9xjzms-9glahdrohy1jn2rwm_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68299688/ogaaaecxvf061axrb3s-fedkl-miznipcxheevpo5wbwoxr56gdlvusgzchjvglx70pifdkfdtppysz9mdbt946pldaam1t1umebwitdn59oyk50jo55fbx9eq9p.jpg,,,,,,,,,Follow-me,,,1263997719000L,2010-01-20 15:28:39,2010-11-07 11:10:52,2016-03-14 17:11:06,15,0
104,355,355,66026046.0,TwitosphericsAcademy,Twitospherics,16,3305,3294,0,30,,en,,,,,,http://a1.twimg.com/profile_images/1158669829/twitospherics-icon_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/40864271/twitospherics_-_002_a.jpg,,,,,,,,,"Twitospherics: Study of Twitter, Twitter Dynamics, Twitter History; Twitospherics Academy: Online Microtutorials to make Twitter Life easier; Twitter sharing ",,,1250387621000L,2009-08-16 03:53:41,2010-11-07 11:10:52,2016-03-14 17:08:18,16,0
105,964,964,108526831.0,utopialumiere,utopialumiere,16,676,1956,0,13,http://www.utopialumierefilms.com,en,,Santa Monica,,,,http://a1.twimg.com/profile_images/685645621/picture_6_normal.png,,,,,,,,,http://a3.twimg.com/profile_background_images/153733823/adaawe__el_cid-1.jpg,,,,,,,,,From the darkness of human suffering shines a light of hope.,,,1264485948000L,2010-01-26 07:05:48,2010-11-07 11:10:52,2016-03-14 17:11:15,16,0
106,899,899,104964099.0,Gilson,gilsnsn,17,170,847,0,1,,en,,,,,,http://a3.twimg.com/profile_images/631682551/133874819_8136396151_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme14/bg.gif,,,,,,,,,,,,1263510609000L,2010-01-15 00:10:09,2010-11-07 11:10:52,2016-03-14 17:10:56,17,0
107,308,308,64725115.0,2b beauty,2Bbeauty,17,146,499,0,0,http://www.2bbeauty.net,en,,Dead Sea Israel,,,,http://a0.twimg.com/profile_images/357081116/eilat22s_normal.gif,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,2Bbeauty it's just 4U Top Israeli beauty cosmetics material from dead sea 4 the most sexy girls worldwide,,,1250000415000L,2009-08-11 16:20:15,2010-11-07 11:10:52,2016-03-14 17:08:05,17,0
108,579,579,78130353.0,Katherin T. Ambers,KAt_kat_88,18,454,1949,1,2,,en,,,,,,http://a2.twimg.com/profile_images/447087998/karanew4_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288632582/images/themes/theme1/bg.png,,,,,,,,,,,,1254174188000L,2009-09-28 23:43:08,2010-11-07 11:10:52,2016-03-14 17:09:23,18,0
109,897,897,104954826.0,Matheus,maaatthh,18,205,855,0,0,,en,,,,,,http://s.twimg.com/a/1288137272/images/default_profile_4_normal.png,,,,,,,,,http://s.twimg.com/a/1288137272/images/themes/theme1/bg.png,,,,,,,,,,,,1263508414000L,2010-01-14 23:33:34,2010-11-07 11:10:52,2016-03-14 17:10:56,18,0
110,685,685,88879751.0,Larry Dan Burlington,intoxicute,20,1077,2002,0,2,,en,,Philippines,,,,http://a1.twimg.com/profile_images/519245381/dandn_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/62612717/danby.jpg,,,,,,,,,,,,1257840181000L,2009-11-10 09:03:01,2010-11-07 11:10:52,2016-03-14 17:09:53,20,0
111,752,752,98070360.0,Chris  Wilson,chrson7,20,1118,1888,0,10,http://kl.am/5kao,en,,World,,,,http://a1.twimg.com/profile_images/583388549/imagessbbb_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,"Interested In Working From Home, Business Opps,Marketing Tools. Will be looking for more opportunities to share.My webpage:SOLO ADS  to 1,450,000 Prospects",,,1261292315000L,2009-12-20 07:58:35,2010-11-07 11:10:52,2016-03-14 17:10:12,20,0
112,866,866,104394959.0,thalita ,thalita_says,20,236,950,0,0,,en,,,,,,http://a0.twimg.com/profile_images/628052352/382196_cigarr1colorliten_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1263361708000L,2010-01-13 06:48:28,2010-11-07 11:10:52,2016-03-14 17:10:47,20,0
113,644,644,84296691.0,KATIE,SexyHotKatie,23,49,571,0,0,http://urlcut.com/1tlsd,en,,US,,,,http://a2.twimg.com/profile_images/484262042/028_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/47133571/028.jpg,,,,,,,,,Sexy KATIE,,,1256208650000L,2009-10-22 12:50:50,2010-11-07 11:10:52,2016-03-14 17:09:42,23,0
114,877,877,104692383.0,Thomas Brandson,Tom_Brandson,23,190,761,1,1,,en,,RS,,,,http://a2.twimg.com/profile_images/629958366/thomas_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/66564996/musica-e-guitarra_3785_1024x768_-_c_pia.jpg,,,,,,,,,,,,1263438236000L,2010-01-14 04:03:56,2010-11-07 11:10:52,2016-03-14 17:10:50,23,0
115,8,8,16671189.0,Iulian Baciu,IulianBaciu,24,915,1633,0,2,http://iulianbaciu.com,en,,Hamilton. Canada,,,,http://a1.twimg.com/profile_images/219412857/iulian_baciu_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287774835/images/themes/theme12/bg.gif,,,,,,,,,"Positive thinking specialist ! SEO, Marketing, Business",,,1223578831000L,2008-10-09 21:00:31,2010-11-07 11:10:52,2016-03-14 17:05:56,24,0
116,698,698,91659548.0,Frederic Vegas,fred94xD,24,749,1970,0,1,,en,,,,,,http://s.twimg.com/a/1288117648/images/default_profile_1_normal.png,,,,,,,,,http://s.twimg.com/a/1288117648/images/themes/theme1/bg.png,,,,,,,,,,,,1258839724000L,2009-11-21 22:42:04,2010-11-07 11:10:52,2016-03-14 17:09:57,24,0
117,647,647,84359256.0,Hillary Applebee,hillaryapplebee,25,1061,1874,0,4,,en,,,,,,http://a3.twimg.com/profile_images/484608371/hillary_applebee_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1256227500000L,2009-10-22 18:05:00,2010-11-07 11:10:52,2016-03-14 17:09:42,25,0
118,865,865,104357710.0,fc replace s2,replacers,25,332,1962,0,9,,en,,,,,,http://a1.twimg.com/profile_images/627777985/replace_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1263351408000L,2010-01-13 03:56:48,2010-11-07 11:10:52,2016-03-14 17:10:46,25,0
119,940,940,107107162.0,J\xfa M. /Path Mathew,JuMath_PathMath,26,184,802,0,1,,en,,,,,,http://a1.twimg.com/profile_images/646223029/c_pia_de_imagem_054_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1264088063000L,2010-01-21 16:34:23,2010-11-07 11:10:52,2016-03-14 17:11:08,26,0
120,944,944,107213299.0,MR_teamo,MariaRita_teamo,28,246,1952,0,3,,en,,,,,,http://a3.twimg.com/profile_images/650014255/z17gecxb_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/69109963/jjj.jpg,,,,,,,,,,,,1264109697000L,2010-01-21 22:34:57,2010-11-07 11:10:52,2016-03-14 17:11:09,28,0
121,650,650,84636471.0,Lea Breslin,leabreslin,29,1171,1888,0,8,,en,,,,,,http://a0.twimg.com/profile_images/486326672/lea_breslin_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1256316863000L,2009-10-23 18:54:23,2010-11-07 11:10:52,2016-03-14 17:09:43,29,0
122,716,716,94445660.0,Beth Travis,bethtravis83,30,1062,1925,0,3,,en,,,,,,http://a1.twimg.com/profile_images/557557293/beth_travis_normal.jpeg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1259884812000L,2009-12-04 01:00:12,2010-11-07 11:10:52,2016-03-14 17:10:02,30,0
123,943,943,107210152.0,Luccas_Castilho,luccascastilho,30,883,1961,0,3,,en,,Beverly Hills,,,,http://a0.twimg.com/profile_images/646704708/manekiiin__normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68685717/money.jpg,,,,,,,,,,,,1264109134000L,2010-01-21 22:25:34,2010-11-07 11:10:52,2016-03-14 17:11:09,30,0
124,61,61,45564759.0,Jos\xe9 Santos,ilovtweets,31,941,1975,0,1,,en,,Coimbra,,,,http://a2.twimg.com/profile_images/319860950/twitter_love_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/24981104/twilk_background.jpg,,,,,,,,,"Student, single, I love social networks, glad to tweet with you!",,,1244467925000L,2009-06-08 15:32:05,2010-11-07 11:10:52,2016-03-14 17:06:53,31,0
125,481,481,71222017.0,OpExpert,OpExpert,34,538,1937,0,5,http://www.opexpert.com,en,,India,,,,http://a3.twimg.com/profile_images/455420119/opexpert_icon_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288026948/images/themes/theme1/bg.png,,,,,,,,,OpExpert provides a simple and intuitive monitoring interface with an ability to change views using the built in Content Management System. ,,,1251973663000L,2009-09-03 12:27:43,2010-11-07 11:10:52,2016-03-14 17:08:55,34,0
126,682,682,88105950.0,Veronica Flowers,FortuneDiva,35,460,824,0,2,http://www.fortunediva.com,en,,Radio Station Website Online,,,,http://a3.twimg.com/profile_images/513928727/fortune-diva1_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme14/bg.gif,,,,,,,,,Online Radio Station Guide,,,1257565642000L,2009-11-07 04:47:22,2010-11-07 11:10:52,2016-03-14 17:09:53,35,0
127,948,948,107249872.0,Black Eyed Peas,fc_BEP,37,324,660,0,3,,en,,,,,,http://a0.twimg.com/profile_images/646951236/black-eyed-peas__normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68721516/g11714.jpg,,,,,,,,,,,,1264118738000L,2010-01-22 01:05:38,2010-11-07 11:10:52,2016-03-14 17:11:10,37,0
128,691,691,90651624.0,Harry Gainer,harrygainer9,38,1360,1907,0,2,,en,,,,,,http://a0.twimg.com/profile_images/531049720/harry_gainer_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288632582/images/themes/theme1/bg.png,,,,,,,,,,,,1258471786000L,2009-11-17 16:29:46,2010-11-07 11:10:52,2016-03-14 17:09:55,38,0
129,658,658,85889181.0,Steph Cooney,stephcooney23,39,766,1947,0,7,,en,,,,,,http://a3.twimg.com/profile_images/495077875/steph_cooney_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1256757486000L,2009-10-28 20:18:06,2010-11-07 11:10:52,2016-03-14 17:09:45,39,0
130,44,44,39674011.0,F. Joseph Tawil,FlightCzar,42,128,263,0,1,http://www.flightczar.com,en,,New York,,,,http://a0.twimg.com/profile_images/209559328/picresized_1235041744_my_pic_1__normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,"Founder and CEO of www.FlightCzar.com, Online Travel Agency",,,1242184121000L,2009-05-13 05:08:41,2010-11-07 11:10:52,2016-03-14 17:06:48,42,0
131,887,887,104873917.0,Audio Impacto,AudioImpacto,43,314,1298,0,0,,en,,,,,,http://a3.twimg.com/profile_images/631104159/audioimpacto_msn_2__normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/66702358/free_twitter_designeaudioooor.jpg,,,,,,,,,\r\nwww.studioimpacto.com ,,,1263490087000L,2010-01-14 18:28:07,2010-11-07 11:10:52,2016-03-14 17:10:52,43,0
132,448,448,69321305.0,Ray Fines,RayFines1,48,685,600,0,3,,en,,,,,,http://a1.twimg.com/profile_images/384479873/ray_fines_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1251387402000L,2009-08-27 17:36:42,2010-11-07 11:10:52,2016-03-14 17:08:45,48,0
133,583,583,78920682.0,Tj Lazo,LazoLuck04,55,1345,1925,0,6,,en,,"Chandler, AZ",,,,http://a1.twimg.com/profile_images/446894365/thomas_lazo_copy_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,I am a member of the Trump Network!  Nonbiz- I will try to write creative things 4 your enjoyment.,,,1254408391000L,2009-10-01 16:46:31,2010-11-07 11:10:52,2016-03-14 17:09:24,55,0
134,976,976,111546382.0,CAMBIEMOS MEXICO,CAMBIEMOSMEX,63,63,75,0,1,,en,,,,,,http://s.twimg.com/a/1288470193/images/default_profile_3_normal.png,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1265361028000L,2010-02-05 10:10:28,2010-11-07 11:10:52,2016-03-14 17:11:19,63,0
